mention_id,entity_name,entity_type,chunk_id,section_id,context_snippet
M04904,TRANSMIGRATION,Work,1978-10-10_SECTION_016_196,,"ony + cosmology: I the soul through the transmigration of was anamnesis. Eureka, at last So 2-"
M04905,TEARS,Work,1978-10-10_SECTION_016_196,,"he wise old King) which appears in the ""Tears"" dream. ""The whole is [replicated] in t"
M04906,God,Person,1978-10-10_SECTION_016_197,,"of things"" is what we Xtians know of as God or the Logos or saint Sophia. It is wit"
M04907,Plato,Person,1978-10-10_SECTION_016_197,,differ enormously from everyone else's (Plato excepted) but Pyth puts forth -o peerfi
M04908,Empedocles,Person,1978-10-10_SECTION_016_197,,"exerts political influence covertly. As Empedocles says, the esoteric occult revelations o"
M04909,Pythagoras,Person,1978-10-10_SECTION_016_197,,na. (Said he was a reincarnation of P.) Pythagoras as magician + shaman. + a great involve
M04910,Apollo,Person,1978-10-10_SECTION_016_197,,"that this ""telos"" concept goes back to Apollo (""everything in moderation"") (as well a"
M04911,Zebra,Person,1978-10-10_SECTION_016_197,,"os - which I saw + hich I call Valis or Zebra + which seems to be ""like returns to li"
M04912,VALIS,Person,1978-10-10_SECTION_016_197,,"ely what I saw in beholding what I call Valis, a fitting together (""linking"") to form"
M04913,Sophia,Person,1978-10-10_SECTION_016_197,,"wn + decide who to come to (as with St. Sophia). Also, I remembered a former life, whi"
M04914,Logos,Person,1978-10-10_SECTION_016_197,,is what we Xtians know of as God or the Logos or saint Sophia. It is within - the imp
M04915,UBIK,Work,1978-10-10_SECTION_016_197,,"chard pinas found Empedoclean ideas in ""Ubik"" + could not understand row they go the"
M04916,Ubik,Work,1978-10-10_SECTION_016_197,,"chard pinas found Empedoclean ideas in ""Ubik"" + could not understand row they go the"
M04917,VALIS,Work,1978-10-10_SECTION_016_197,,"ely what I saw in beholding what I call Valis, a fitting together (""linking"") to form"
M04918,Valis,Work,1978-10-10_SECTION_016_197,,"ely what I saw in beholding what I call Valis, a fitting together (""linking"") to form"
M04919,TRANSMIGRATION,Work,1978-10-10_SECTION_016_197,,is that if Pyth - was correct about the transmigration of souls + the possibility of rememberi
M04920,TEARS,Work,1978-10-10_SECTION_016_197,,"i.e. first century AD Rome) shows up in Tears""; this pinpoints it (me) as Neo-Pyth of"
M04921,Acts,Work,1978-10-10_SECTION_016_197,,cations media. It is the plas‐ Then the Acts rate which I was later to see. raterial
M04922,Laura,Person,1978-10-10_SECTION_016_198,,rtain i a rally was my savior literally Laura. Olive Holt. monstit arthe remem a itim
M04923,Christ,Person,1978-10-10_SECTION_016_198,,which vis as 65 fort scop al come h ore Christ io n p 60 t 63 the freighted plasmate m
M04924,God,Person,1978-10-10_SECTION_016_198,,ers the person (shamanism!) Then to see God (the divine) you must become divine onl
M04925,Plato,Person,1978-10-10_SECTION_016_198,,"he ""per suading"" of ananke by Noos that Plato speaks of. How is this accomplished? I"
M04926,Apollo,Person,1978-10-10_SECTION_016_198,,"that this ""telos"" concept goes back to Apollo (""everything in moderation"") (as well a"
M04927,Thomas,Person,1978-10-10_SECTION_016_198,,". (Well - here I am equating Valis with Thomas' Could it be that ""Thomas"" was a surfac"
M04928,VALIS,Person,1978-10-10_SECTION_016_198,,"like"") between the percipient's mind + Valis is requires for Valis to be discriminat"
M04929,Sophia,Person,1978-10-10_SECTION_016_198,,"come""). + I can see, too where both St. Sophia + the Buddha fit in, so it is logical t"
M04930,UBIK,Work,1978-10-10_SECTION_016_198,,"material in ""Tears"" + the concepts in ""Ubik"" + the info in ""Untele ported man"" + ne"
M04931,Ubik,Work,1978-10-10_SECTION_016_198,,"material in ""Tears"" + the concepts in ""Ubik"" + the info in ""Untele ported man"" + ne"
M04932,VALIS,Work,1978-10-10_SECTION_016_198,,"like"") between the percipient's mind + Valis is requires for Valis to be discriminat"
M04933,Valis,Work,1978-10-10_SECTION_016_198,,"like"") between the percipient's mind + Valis is requires for Valis to be discriminat"
M04934,TEARS,Work,1978-10-10_SECTION_016_198,,"I can puzzle over the Acts material in ""Tears"" + the concepts in ""Ubik"" + the info in"
M04935,Acts,Work,1978-10-10_SECTION_016_198,,"me to write them. I can puzzle over the Acts material in ""Tears"" + the concepts in """
M04936,Laura,Person,1978-10-10_SECTION_016_199,,rtain i a rally was my savior literally Laura. Olive Holt. monstit arthe remem a itim
M04937,Christ,Person,1978-10-10_SECTION_016_199,,which vis as 65 fort scop al come h ore Christ io n p 60 t 63 the freighted plasmate m
M04938,God,Person,1978-10-10_SECTION_016_199,,e syntonic) (there a lot of us - 1000s) God - she is trying to reach me. a wat to c
M04939,Jim Pike,Person,1978-10-10_SECTION_016_199,,orts me with my wife's face. Thomas was Jim Pike. In his life he had been a conscious pa
M04940,Thomas,Person,1978-10-10_SECTION_016_199,,So he comforts me with my wife's face. Thomas was Jim Pike. In his life he had been a
M04941,VALIS,Person,1978-10-10_SECTION_016_199,,", structered by the Tetraktys! The cube Valis in the center of our world; Pyth knew!"
M04942,Sophia,Person,1978-10-10_SECTION_016_199,,te otentit oritin il the smil anent St. Sophia co bathy oves the The door. te i This t
M04943,UBIK,Work,1978-10-10_SECTION_016_199,,"He shows to a to phist 16 e I is female Ubik, pain o ""tears. atrix ates a whe oter e"
M04944,Ubik,Work,1978-10-10_SECTION_016_199,,"He shows to a to phist 16 e I is female Ubik, pain o ""tears. atrix ates a whe oter e"
M04945,VALIS,Work,1978-10-10_SECTION_016_199,,", structered by the Tetraktys! The cube Valis in the center of our world; Pyth knew!"
M04946,Valis,Work,1978-10-10_SECTION_016_199,,", structered by the Tetraktys! The cube Valis in the center of our world; Pyth knew!"
M04947,TEARS,Work,1978-10-10_SECTION_016_199,,"to phist 16 e I is female Ubik, pain o ""tears. atrix ates a whe oter e kel form of po"
M04948,Acts,Work,1978-10-10_SECTION_016_199,,oject a world onto a matrix (that's why Acts + Calif 1974 could be syntonic) (there
M04949,Nixon,Person,1978-10-10_SECTION_016_20,,"irators in my case, + against the whole Nixon tyranny. ""Cosmic Trigger"" hints at some"
M04950,God,Person,1978-10-10_SECTION_016_20,,ch breaks astral determinism is another God entirely. From outside what I think is
M04951,Empedocles,Person,1978-10-10_SECTION_016_20,,"ing dual principles - but not even like Empedocles' system, certainly not good-bad + not e"
M04952,Mani,Person,1978-10-10_SECTION_016_20,,"ctic (e.g. Zoroastrian, Gnostic, Xtian, Mani, etc.) that I knew of. They were compli"
M04953,Jim Pike,Person,1978-10-10_SECTION_016_20,,"murdered by ""the conspirators"" included Jim Pike, i.e. stated that Jim Pike was murdered"
M04954,Thomas,Person,1978-10-10_SECTION_016_20,,"else, of the world of Acts, who I call ""Thomas"" (he is as different from me as Acts is"
M04955,VALIS,Person,1978-10-10_SECTION_016_20,,"orld. This is what I must put forth in ""Valis,"" + the Salvidor Salvandus. The impaire"
M04956,Palmer Eldritch,Person,1978-10-10_SECTION_016_20,,"iurge, who I have reason to equate with Palmer Eldritch the master magician who is YHWH, the sa"
M04957,UBIK,Work,1978-10-10_SECTION_016_20,,"led inside out. Only in such novels as ""Ubik,"" ""Maze,"" ""Stigmata,"" is this situation"
M04958,Ubik,Work,1978-10-10_SECTION_016_20,,"led inside out. Only in such novels as ""Ubik,"" ""Maze,"" ""Stigmata,"" is this situation"
M04959,VALIS,Work,1978-10-10_SECTION_016_20,,"orld. This is what I must put forth in ""Valis,"" + the Salvidor Salvandus. The impaire"
M04960,Valis,Work,1978-10-10_SECTION_016_20,,"orld. This is what I must put forth in ""Valis,"" + the Salvidor Salvandus. The impaire"
M04961,Palmer Eldritch,Work,1978-10-10_SECTION_016_20,,"iurge, who I have reason to equate with Palmer Eldritch the master magician who is YHWH, the sa"
M04962,TEARS,Work,1978-10-10_SECTION_016_20,,"is this situation dealt with. Throw in ""Tears"" + ""Scanner"" + ""Eye"" as well as ""Impost"
M04963,Acts,Work,1978-10-10_SECTION_016_20,,experience; the answer is the world of Acts. Q: What self replaces the astral deter
M04964,Christ,Person,1978-10-10_SECTION_016_200,,"e secret Xtian from apostolic times"" + ""Christ is about to return"" - i.e. the revoluti"
M04965,God,Person,1978-10-10_SECTION_016_200,,"the army. Soviet Army as ""the army""! 93 God - in reference to the info dump in my h"
M04966,Hegel,Person,1978-10-10_SECTION_016_200,,way. philosophic 4) Basic worldview of Hegel-Engels dialectic 5) letter from red arm
M04967,Thomas,Person,1978-10-10_SECTION_016_200,,to not the explanation. Thomas didn't contact the Bureau. I that was t
M04968,VALIS,Person,1978-10-10_SECTION_016_200,,pointed to clearly. e the perception of Valis is a perception of The final cause enti
M04969,Sophia,Person,1978-10-10_SECTION_016_200,,"precog by living backward. Hence The St Sophia prophecies. What ""Tears"" contains is OC"
M04970,VALIS,Work,1978-10-10_SECTION_016_200,,pointed to clearly. e the perception of Valis is a perception of The final cause enti
M04971,Valis,Work,1978-10-10_SECTION_016_200,,pointed to clearly. e the perception of Valis is a perception of The final cause enti
M04972,TEARS,Work,1978-10-10_SECTION_016_200,,"te the religious scramble? the info in ""Tears"" is that it shows that I've been in the"
M04973,EXEGESIS,Work,1978-10-10_SECTION_016_200,,"ical noetic knowledge: it was my future exegesis; + 2) the 1974 ""taco stand"" trip: the F"
M04974,Acts,Work,1978-10-10_SECTION_016_200,,"ve - e th 74 missive. This explains the Acts material (+ material about Kathy) in ""T"
M04975,Christ,Person,1978-10-10_SECTION_016_201,,"ion entity made up of YHWH & his wisdom(Christ), word(Logos) & ""I am"" (i.e. YHWH). I m"
M04976,God,Person,1978-10-10_SECTION_016_201,,mirrored my total mind back to me; only God could know me well enough to (1) know m
M04977,Thomas,Person,1978-10-10_SECTION_016_201,,"is the attitude which caused me to burn Thomas by contacting the Bureau. Now, it seems"
M04978,VALIS,Person,1978-10-10_SECTION_016_201,,is me writ large. Then my perception of Valis & the plasmate was equal to seeing my o
M04979,Sophia,Person,1978-10-10_SECTION_016_201,,"It talks (i.e. the AI Voice) about St. Sophia & YHWH. & I heard the bells, & the anim"
M04980,Logos,Person,1978-10-10_SECTION_016_201,,". In view of this I find for St. Sophia-Logos-YHWH, not ETI or UTI. Plus the Biblical"
M04981,UBIK,Work,1978-10-10_SECTION_016_201,,"erial in ""Tears"" + the philo‐ Sophy in ""Ubik"" show that Thomas has a wide theologica"
M04982,Ubik,Work,1978-10-10_SECTION_016_201,,"erial in ""Tears"" + the philo‐ Sophy in ""Ubik"" show that Thomas has a wide theologica"
M04983,VALIS,Work,1978-10-10_SECTION_016_201,,is me writ large. Then my perception of Valis & the plasmate was equal to seeing my o
M04984,Valis,Work,1978-10-10_SECTION_016_201,,is me writ large. Then my perception of Valis & the plasmate was equal to seeing my o
M04985,TEARS,Work,1978-10-10_SECTION_016_201,,"ssive coming. This is because, partly, ""Tears"" had just been pub‐ lished + I knew sub"
M04986,Acts,Work,1978-10-10_SECTION_016_201,,"n given to me, + I had memorized it The Acts material in ""Tears"" + the philo‐ Sophy"
M04987,Jesus,Person,1978-10-10_SECTION_016_202,,"are all dead."" This doesn't sound as if Jesus speaks for the O.T. God). He who frees"
M04988,Christ,Person,1978-10-10_SECTION_016_202,,"ion entity made up of YHWH & his wisdom(Christ), word(Logos) & ""I am"" (i.e. YHWH). I m"
M04989,God,Person,1978-10-10_SECTION_016_202,,"my books, which resemble it, deal with God, not ETIs: viz: Ubik. Specifically Ubik"
M04990,Holy Spirit,Person,1978-10-10_SECTION_016_202,,gro) is involved. Valis is both in you (holy spirit) & in the world in macroform (Valis i.e
M04991,Spinoza,Person,1978-10-10_SECTION_016_202,,"e ""necessity"" deterministic system that Spinoza supposes is God & God's will. God (YHWH"
M04992,Dionysos,Person,1978-10-10_SECTION_016_202,,"urns her restless head."" Intoxication - Dionysos - Christ - vs YHWH. Body & Blood vs Man"
M04993,Apollo,Person,1978-10-10_SECTION_016_202,,her realm : the Kingdom (re Castaneda.) Apollo vs Dionysos 9:30 insight : the true Xti
M04994,VALIS,Person,1978-10-10_SECTION_016_202,,"n the 2nd time -- is the invading deity Valis. But -- wait! I saw how the ""Messenger"""
M04995,Sophia,Person,1978-10-10_SECTION_016_202,,"It talks (i.e. the AI Voice) about St. Sophia & YHWH. & I heard the bells, & the anim"
M04996,Logos,Person,1978-10-10_SECTION_016_202,,". In view of this I find for St. Sophia-Logos-YHWH, not ETI or UTI. Plus the Biblical"
M04997,UBIK,Work,1978-10-10_SECTION_016_202,,"emble it, deal with God, not ETIs: viz: Ubik. Specifically Ubik & also ""Stigmata"" &"
M04998,Ubik,Work,1978-10-10_SECTION_016_202,,"emble it, deal with God, not ETIs: viz: Ubik. Specifically Ubik & also ""Stigmata"" &"
M04999,VALIS,Work,1978-10-10_SECTION_016_202,,"n the 2nd time -- is the invading deity Valis. But -- wait! I saw how the ""Messenger"""
M05000,Valis,Work,1978-10-10_SECTION_016_202,,"n the 2nd time -- is the invading deity Valis. But -- wait! I saw how the ""Messenger"""
M05001,TEARS,Work,1978-10-10_SECTION_016_202,,"or UTI. Plus the Biblical material in ""Tears"". The Theophany in ""Ubik"" is of an info"
M05002,Torah,Work,1978-10-10_SECTION_016_202,,"must stay with it. How can the heavenly Torah, the original info which is the source"
M05003,Revelation,Work,1978-10-10_SECTION_016_202,,f antitheses -- this was my fundamental revelation & I must stay with it. How can the heav
M05004,Christ,Person,1978-10-10_SECTION_016_203,,lusion (the talking horse's head). Thus Christ induces anamnesis as the major key to t
M05005,God,Person,1978-10-10_SECTION_016_203,,"ation, the source of reality, that even God himself studies. But if we view the Xti"
M05006,Holy Spirit,Person,1978-10-10_SECTION_016_203,,vana. 1) Grace 2) faith 3) anamnesis 4) Holy Spirit 5) born again 6) adoption 7) heir 8) fr
M05007,VALIS,Person,1978-10-10_SECTION_016_203,,e. So I was absolutely right as to what Valis was doing (resetting causal trains to z
M05008,VALIS,Work,1978-10-10_SECTION_016_203,,e. So I was absolutely right as to what Valis was doing (resetting causal trains to z
M05009,Valis,Work,1978-10-10_SECTION_016_203,,e. So I was absolutely right as to what Valis was doing (resetting causal trains to z
M05010,Bible,Work,1978-10-10_SECTION_016_203,,"& thus free of the elemental powers. J. BIBLE : ""The Law offers information - not spi"
M05011,Torah,Work,1978-10-10_SECTION_016_203,,If (as has been said by Philo e.g.) the Torah is alive it is apparently an ossified m
M05012,Revelation,Work,1978-10-10_SECTION_016_203,,"If I refer to the dialectic as a prime revelation, the fight between Christ & ""the angels"
M05013,Christ,Person,1978-10-10_SECTION_016_204,,"must behave as parts. In that case, is Christ a saboteur who has come into the system"
M05014,God,Person,1978-10-10_SECTION_016_204,,"to be opposed. 2) It _is_ opposed, & by God himself. 3) therefore we are living in"
M05015,Hegel,Person,1978-10-10_SECTION_016_204,,d with his salvation. This fits in with Hegel. Then what we're dealing with is an abs
M05016,Beethoven,Person,1978-10-10_SECTION_016_204,,terms of historic evolution toward what Beethoven was. This is the only way it can correc
M05017,Thomas,Person,1978-10-10_SECTION_016_204,,er 49 - 021 I had a strong feeling that Thomas was someone coming back from the other
M05018,VALIS,Person,1978-10-10_SECTION_016_204,,ot_ from outside it. This would explain Valis. My rescue may have been by the mind of
M05019,VALIS,Work,1978-10-10_SECTION_016_204,,ot_ from outside it. This would explain Valis. My rescue may have been by the mind of
M05020,Valis,Work,1978-10-10_SECTION_016_204,,ot_ from outside it. This would explain Valis. My rescue may have been by the mind of
M05021,TEARS,Work,1978-10-10_SECTION_016_204,,"t? There's another revealed element in ""Tears"" that I've forgotten about for years; n"
M05022,Torah,Work,1978-10-10_SECTION_016_204,,"I voice, plus what I've read about the Torah, definitely point to a thinking entity,"
M05023,Revelation,Work,1978-10-10_SECTION_016_204,,absolutely fundamental in the corpus of revelation. Strange that I could forget it. & it i
M05024,Jesus,Person,1978-10-10_SECTION_016_205,,"terms ""defective."" Do you suppose that Jesus' crucifixion dealt the Law & the elemen"
M05025,Christ,Person,1978-10-10_SECTION_016_205,,"ent.""_) All I can say is, if this isn't Christ overruling the Law, it sure _seems_ lik"
M05026,God,Person,1978-10-10_SECTION_016_205,,y Xtian into me is exactly analogous to God sending back some (ale?) of Elijah's sp
M05027,VALIS,Person,1978-10-10_SECTION_016_205,,spondence. Make it 4 : The theophany by Valis. Make it 5 : tongues of fire (the phosp
M05028,Logos,Person,1978-10-10_SECTION_016_205,,s clearly expressed in JN1 in which the Logos enters its own (presumably artifactual)
M05029,UBIK,Work,1978-10-10_SECTION_016_205,,"ila : I could see the cypher. Sequence ""Ubik"" is published. Valis absorbs it, figure"
M05030,Ubik,Work,1978-10-10_SECTION_016_205,,"ila : I could see the cypher. Sequence ""Ubik"" is published. Valis absorbs it, figure"
M05031,VALIS,Work,1978-10-10_SECTION_016_205,,spondence. Make it 4 : The theophany by Valis. Make it 5 : tongues of fire (the phosp
M05032,Valis,Work,1978-10-10_SECTION_016_205,,spondence. Make it 4 : The theophany by Valis. Make it 5 : tongues of fire (the phosp
M05033,TEARS,Work,1978-10-10_SECTION_016_205,,"ruit Flies). It stuck the message into ""Tears"" - inc. the acts material & dream - but"
M05034,Bible,Work,1978-10-10_SECTION_016_205,,r its merely reflexive response (see J. Bible notes on Ga & Col). (i.e. Paul's analys
M05035,Torah,Work,1978-10-10_SECTION_016_205,,"y regulate us, & hence are the heavenly Torah? Or are they the physical thoughts of a"
M05036,Acts,Work,1978-10-10_SECTION_016_205,,"uck the message into ""Tears"" - inc. the acts material & dream - but then it had to i"
M05037,Xenophanes,Person,1978-10-10_SECTION_016_206,,"s brain didn't occur to me until I read Xenophanes. Well, the mind that fused with mine is"
M05038,Thomas,Person,1978-10-10_SECTION_016_206,,"tively & went to Orange County instead; Thomas, then, was me as I would have been - wa"
M05039,VALIS,Person,1978-10-10_SECTION_016_206,,"t transmitted in space-time! (remember, Valis folder 49 - 033 folder 49 - 033 time as"
M05040,UBIK,Work,1978-10-10_SECTION_016_206,,"ila : I could see the cypher. Sequence ""Ubik"" is published. Valis absorbs it, figure"
M05041,Ubik,Work,1978-10-10_SECTION_016_206,,"ila : I could see the cypher. Sequence ""Ubik"" is published. Valis absorbs it, figure"
M05042,VALIS,Work,1978-10-10_SECTION_016_206,,"t transmitted in space-time! (remember, Valis folder 49 - 033 folder 49 - 033 time as"
M05043,Valis,Work,1978-10-10_SECTION_016_206,,"t transmitted in space-time! (remember, Valis folder 49 - 033 folder 49 - 033 time as"
M05044,TEARS,Work,1978-10-10_SECTION_016_206,,"al (depth) (accretional form) axis. So ""Tears"" didn't enter this axis until it was pu"
M05045,Bible,Work,1978-10-10_SECTION_016_206,,ven though they move in our space). The Bible would be folder 49 - 036 really station
M05046,Revelation,Work,1978-10-10_SECTION_016_206,,r as long as copies existed. Hypnagogic revelation : To participate in Valis' mind at any
M05047,Jesus,Person,1978-10-10_SECTION_016_207,,"muth."" folder 49 - 041 It may have been Jesus, but before that it was Asklepios. If e"
M05048,Christ,Person,1978-10-10_SECTION_016_207,,nor self serves any point. The role of Christ in this is to wake us up & hence make u
M05049,God,Person,1978-10-10_SECTION_016_207,,Thus it is said that in the crucifixion God died to save man. This is an eternally
M05050,Xenophanes,Person,1978-10-10_SECTION_016_207,,"s brain didn't occur to me until I read Xenophanes. Well, the mind that fused with mine is"
M05051,Freud,Person,1978-10-10_SECTION_016_207,,ought. The world became the opposite of Freud. Of course I saw it as a brain with inf
M05052,Thomas,Person,1978-10-10_SECTION_016_207,,"ually thinks & has a personality - & re Thomas, was once a particular human being in t"
M05053,VALIS,Person,1978-10-10_SECTION_016_207,,he other way around (reality as brain). Valis simply _thought_ me through the lethal
M05054,UBIK,Work,1978-10-10_SECTION_016_207,,"mind or the contents of my mind (e.g. ""Ubik,"" ""Tears,"" etc). The inner & outer & th"
M05055,Ubik,Work,1978-10-10_SECTION_016_207,,"mind or the contents of my mind (e.g. ""Ubik,"" ""Tears,"" etc). The inner & outer & th"
M05056,VALIS,Work,1978-10-10_SECTION_016_207,,he other way around (reality as brain). Valis simply _thought_ me through the lethal
M05057,Valis,Work,1978-10-10_SECTION_016_207,,he other way around (reality as brain). Valis simply _thought_ me through the lethal
M05058,TEARS,Work,1978-10-10_SECTION_016_207,,"t the plasmate - & hence the cypher in ""Tears"" - is the Living Torah, the information"
M05059,Torah,Work,1978-10-10_SECTION_016_207,,"e the cypher in ""Tears"" - is the Living Torah, the informational basis of reality, &"
M05060,Pat,Person,1978-10-10_SECTION_016_208,,oe Minion folder 49 - 051 In talking to Pat Warrick I was presenting the view that
M05061,Christ,Person,1978-10-10_SECTION_016_208,,"quite. Fairyland, as much as Xtianity. Christ as Fairy King - where is all the Paulli"
M05062,God,Person,1978-10-10_SECTION_016_208,,Fairy Queen is Malkuth. The Miracle of God is that at the bottom (abasement) we en
M05063,Spinoza,Person,1978-10-10_SECTION_016_208,,ality (I have really done my homework : Spinoza & Buber & Heidegger & the O.T.). It is
M05064,Heidegger,Person,1978-10-10_SECTION_016_208,,ly done my homework : Spinoza & Buber & Heidegger & the O.T.). It is not that he does not
M05065,Thomas,Person,1978-10-10_SECTION_016_208,,"supernatural phenomena : the AI voice, Thomas, dreams in Greek : how I could know a l"
M05066,VALIS,Person,1978-10-10_SECTION_016_208,,"de, it was really me, my own mind. I am Valis. The introjection of the outer world (m"
M05067,UBIK,Work,1978-10-10_SECTION_016_208,,"sement) we encounter God again - as in ""Ubik"" : the bottom Sephira is the root of th"
M05068,Ubik,Work,1978-10-10_SECTION_016_208,,"sement) we encounter God again - as in ""Ubik"" : the bottom Sephira is the root of th"
M05069,VALIS,Work,1978-10-10_SECTION_016_208,,"de, it was really me, my own mind. I am Valis. The introjection of the outer world (m"
M05070,Valis,Work,1978-10-10_SECTION_016_208,,"de, it was really me, my own mind. I am Valis. The introjection of the outer world (m"
M05071,TEARS,Work,1978-10-10_SECTION_016_208,,"ial in my writing, especially ""Ubik"" & ""Tears."" I had in mind the view that Thomas wa"
M05072,Christ,Person,1978-10-10_SECTION_016_209,,"dging, not reflex; perhaps this is what Christ does. Eureka. Built into the Torah(info"
M05073,God,Person,1978-10-10_SECTION_016_209,,l necessity of waking up & experiencing God - as I did in 3-74 : as I had been form
M05074,Plato,Person,1978-10-10_SECTION_016_209,,separate from it. Recall my analysis of Plato's crucial error in correcting Paramides
M05075,Plotinus,Person,1978-10-10_SECTION_016_209,,exists. It is intact at all levels - in Plotinus' sense of concentric rings of emanation
M05076,Spinoza,Person,1978-10-10_SECTION_016_209,,"ause I know, due to my understanding of Spinoza, Heidegger, Buber, & the O.T., that thi"
M05077,Heidegger,Person,1978-10-10_SECTION_016_209,,"ow, due to my understanding of Spinoza, Heidegger, Buber, & the O.T., that this is precis"
M05078,VALIS,Person,1978-10-10_SECTION_016_209,,"if properly understood, make Valis understandable, since the real nature o"
M05079,UBIK,Work,1978-10-10_SECTION_016_209,,"e form of contents of my own mind(e.g. ""Ubik,"" ""Tears,"" etc.) as well as of a brain"
M05080,Ubik,Work,1978-10-10_SECTION_016_209,,"e form of contents of my own mind(e.g. ""Ubik,"" ""Tears,"" etc.) as well as of a brain"
M05081,VALIS,Work,1978-10-10_SECTION_016_209,,"if properly understood, make Valis understandable, since the real nature o"
M05082,Valis,Work,1978-10-10_SECTION_016_209,,"if properly understood, make Valis understandable, since the real nature o"
M05083,TEARS,Work,1978-10-10_SECTION_016_209,,"ked info media - the messages (e.g. in ""Tears""). You would get these all-pervasive se"
M05084,Torah,Work,1978-10-10_SECTION_016_209,,"ere correct. Further, the living divine Torah is the case, I saw it. Paul is wrong: t"
M05085,Acts,Work,1978-10-10_SECTION_016_209,,"n USA 1974, but in an Uvwelt resembling Acts C. A.D. 70, in that these Xtians are se"
M05086,Christopher,Person,1978-10-10_SECTION_016_21,,e transfer to my head of the info about Christopher was typical -not atypical- of what the
M05087,Nixon,Person,1978-10-10_SECTION_016_21,,"irators in my case, + against the whole Nixon tyranny. ""Cosmic Trigger"" hints at some"
M05088,God,Person,1978-10-10_SECTION_016_21,,percept system itself (as in dreams) or God could cause us to merely think we exper
M05089,Plato,Person,1978-10-10_SECTION_016_21,,watching a movie + took it to be real; Plato missed this participatory quality). The
M05090,Parmenides,Person,1978-10-10_SECTION_016_21,,"of being close to death.) Xenophanes + Parmenides, between them, had it pretty well figur"
M05091,Xenophanes,Person,1978-10-10_SECTION_016_21,,"rgency terror of being close to death.) Xenophanes + Parmenides, between them, had it pret"
M05092,Thomas,Person,1978-10-10_SECTION_016_21,,"aw as ultimate reality wasn't Acts - + ""Thomas"" in and as me, but the info processing,"
M05093,Zebra,Person,1978-10-10_SECTION_016_21,,"ansfer, etc. is precisely what it does. Zebra is the macrobrain. Because of my height"
M05094,Logos,Person,1978-10-10_SECTION_016_21,,l). Everything is nothing but the info (Logos) + brain (Brahman); apparently each of
M05095,EXEGESIS,Work,1978-10-10_SECTION_016_21,,"er aspect of Zebra, a cornerstone of my Exegesis? The upper + lower realms - are they th"
M05096,Acts,Work,1978-10-10_SECTION_016_21,,"? What I saw as ultimate reality wasn't Acts - + ""Thomas"" in and as me, but the info"
M05097,Revelation,Work,1978-10-10_SECTION_016_21,,it isn't a logical Q. but rather one of revelation (heightened experience/perception). Yes
M05098,God,Person,1978-10-10_SECTION_016_210,,"est very clearly Xenophane's concept of God : ""He does not move about."" Also this i"
M05099,Holy Spirit,Person,1978-10-10_SECTION_016_210,,e Shekhina is immanent * deity. But the Holy Spirit is not. *in contrast to transcendent de
M05100,Xenophanes,Person,1978-10-10_SECTION_016_210,,is in Valis_. I get the impression that Xenophanes is correct; all change in reality is du
M05101,Thomas,Person,1978-10-10_SECTION_016_210,,"edge of the existence of secret Xtians, Thomas knowing ???. (1) the dialectic is not c"
M05102,VALIS,Person,1978-10-10_SECTION_016_210,,"ever have been so foolish as to suppose Valis had invaded from ""outer space"". This is"
M05103,UBIK,Work,1978-10-10_SECTION_016_210,,"e form of contents of my own mind(e.g. ""Ubik,"" ""Tears,"" etc.) as well as of a brain"
M05104,Ubik,Work,1978-10-10_SECTION_016_210,,"e form of contents of my own mind(e.g. ""Ubik,"" ""Tears,"" etc.) as well as of a brain"
M05105,VALIS,Work,1978-10-10_SECTION_016_210,,"ever have been so foolish as to suppose Valis had invaded from ""outer space"". This is"
M05106,Valis,Work,1978-10-10_SECTION_016_210,,"ever have been so foolish as to suppose Valis had invaded from ""outer space"". This is"
M05107,TEARS,Work,1978-10-10_SECTION_016_210,,"f contents of my own mind(e.g. ""Ubik,"" ""Tears,"" etc.) as well as of a brain per se. ("
M05108,Torah,Work,1978-10-10_SECTION_016_210,,e. (1) a mechanical system based on the Torah overruled new information fed to the sy
M05109,Dante,Person,1978-10-10_SECTION_016_211,,"I voice, the girl singing a mixture of Dante, Zoroaster, the Arabian Paradise, India"
M05110,Christ,Person,1978-10-10_SECTION_016_211,,arden of Delight. _Magic_ was involved. Christ? Krisna? Dionysos? Vast book pages - th
M05111,God,Person,1978-10-10_SECTION_016_211,,the Xerox Missive I was directly under God's protection. Drawing on his wisdom to
M05112,Xenophanes,Person,1978-10-10_SECTION_016_211,,is in Valis_. I get the impression that Xenophanes is correct; all change in reality is du
M05113,Dionysos,Person,1978-10-10_SECTION_016_211,,". _Magic_ was involved. Christ? Krisna? Dionysos? Vast book pages - the .618034 doorway,"
M05114,Aphrodite,Person,1978-10-10_SECTION_016_211,,"Vast book pages - the .618034 doorway, Aphrodite, Diana - the A I voice, the girl singin"
M05115,Thomas,Person,1978-10-10_SECTION_016_211,,"er world, but unfamiliar (e.g. I became Thomas = Not I). ""The seed is everywhere."" Thi"
M05116,VALIS,Person,1978-10-10_SECTION_016_211,,rld is a high speed system to (within?) Valis. I get the impression that Valis can sc
M05117,UBIK,Work,1978-10-10_SECTION_016_211,,"basis. Well, the form axis I depict in ""Ubik"" goes with the ubique of Ubik! Also, ti"
M05118,Ubik,Work,1978-10-10_SECTION_016_211,,"basis. Well, the form axis I depict in ""Ubik"" goes with the ubique of Ubik! Also, ti"
